Startup_Name,Industry,Business_Model,Target_Market_Size,Budget_INR,Employees_Count,Founder_Experience_Years,Project_Description,Success_Probability,Success_Status,Financial_Risk,Market_Risk,Technical_Risk,Business_Risk,Regulatory_Risk,Overall_Risk_Score,Confidence_Rating,System_Evaluation
ThetaTech85,Retail,Advertising,Medium,838811,186,15,A cloud-based Advertising service serving medium market needs.,93.68,1,0.16,0.16,0.16,0.16,0.16,6.39,93.68,Very Strong Potential
OmegaCore47,Education,B2C,Large,25170377,15,8,A cloud-based B2C infrastructure targeting large enterprises.,95.0,1,0.67,0.67,0.67,0.67,0.67,5.34,95.0,Very Strong Potential
VirtuCloud11,Manufacturing,Advertising,Small,194845,26,2,A data-driven Advertising service targeting small enterprises.,94.16,1,0.06,0.06,0.06,0.06,0.06,5.87,94.16,Very Strong Potential
TrekAI94,Energy,SaaS,Small,18679,11,15,A mobile-first SaaS ecosystem serving small market needs.,94.37,1,0.0,0.0,0.0,0.0,0.0,4.83,94.37,Very Strong Potential
NuTech29,Finance,SaaS,Medium,1363883,361,1,A cloud-based SaaS service serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.37,95.0,Very Strong Potential
ChiSync40,Retail,B2C,Small,10712,19,3,A mobile-first B2C service targeting small enterprises.,92.68,1,0.64,0.64,0.64,0.64,0.64,7.64,92.68,Very Strong Potential
MuZephyr27,Healthcare,B2C,Large,818482,6,2,A cloud-based B2C infrastructure targeting large enterprises.,92.84,1,1.47,1.47,1.47,1.47,1.47,7.89,92.84,Very Strong Potential
ZenNebula28,Entertainment,Subscription,Large,391368,18,10,A mobile-first Subscription toolkit serving large market needs.,95.0,1,1.69,1.69,1.69,1.69,1.69,5.85,95.0,Very Strong Potential
TauFlow69,Technology,Subscription,Medium,190323,2,2,A mobile-first Subscription platform serving medium market needs.,95.0,1,0.16,0.16,0.16,0.16,0.16,5.08,95.0,Very Strong Potential
SonicData49,E-commerce,Freemium,Large,76278,16,5,A cloud-based Freemium service serving large market needs.,94.82,1,0.0,0.0,0.0,0.0,0.0,4.76,94.82,Very Strong Potential
XiNebula95,Healthcare,B2G,Large,86063,9,10,A data-driven B2G infrastructure targeting large enterprises.,94.44,1,0.0,0.0,0.0,0.0,0.0,5.47,94.44,Very Strong Potential
MuTech48,Technology,B2G,Large,142018,7,8,A next-generation B2G infrastructure serving large market needs.,92.68,1,0.0,0.0,0.0,0.0,0.0,6.65,92.68,Very Strong Potential
LambdaSystems34,Finance,B2C,Small,4165293,9,9,An AI-powered B2C service targeting small enterprises.,95.0,1,0.13,0.13,0.13,0.13,0.13,5.06,95.0,Very Strong Potential
PhiSync35,Finance,Advertising,Medium,2391809,17,9,A cloud-based Advertising ecosystem targeting medium enterprises.,95.0,1,1.84,1.84,1.84,1.84,1.84,5.92,95.0,Very Strong Potential
AstraPartners33,Manufacturing,Freemium,Medium,102562,82,6,An innovative Freemium ecosystem serving medium market needs.,95.0,1,0.59,0.59,0.59,0.59,0.59,5.3,95.0,Very Strong Potential
VirtuCeleste96,Transportation,SaaS,Small,198918,1,39,A mobile-first SaaS ecosystem targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.17,95.0,Very Strong Potential
OmicronGroup61,Finance,Franchise,Large,271435,17,1,An innovative Franchise ecosystem targeting large enterprises.,94.03,1,0.31,0.31,0.31,0.31,0.31,6.12,94.03,Very Strong Potential
BetaZephyr63,E-commerce,Freemium,Small,1937611,47,2,A mobile-first Freemium platform targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.73,95.0,Very Strong Potential
ZenSystems83,Manufacturing,SaaS,Large,335429,34,2,A cutting-edge SaaS ecosystem targeting large enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.29,95.0,Very Strong Potential
LuminaCapital36,Technology,B2C,Medium,456886,26,4,A blockchain-enabled B2C infrastructure serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.54,95.0,Very Strong Potential
BetaDynamics17,E-commerce,SaaS,Small,464203,139,2,A mobile-first SaaS ecosystem serving small market needs.,92.81,1,1.67,1.67,1.67,1.67,1.67,8.02,92.81,Very Strong Potential
SigmaData93,Entertainment,B2C,Large,855004,1,1,A blockchain-enabled B2C service serving large market needs.,95.0,1,0.27,0.27,0.27,0.27,0.27,5.14,95.0,Very Strong Potential
NuInnovations67,E-commerce,Franchise,Medium,246005,92,2,A data-driven Franchise platform serving medium market needs.,93.31,1,0.0,0.0,0.0,0.0,0.0,5.75,93.31,Very Strong Potential
ChiCloud53,Technology,Subscription,Small,288458,49,6,An innovative Subscription ecosystem serving small market needs.,94.97,1,0.96,0.96,0.96,0.96,0.96,5.51,94.97,Very Strong Potential
DeltaInnovations96,Technology,Franchise,Small,9567438,19,9,A mobile-first Franchise solution targeting small enterprises.,95.0,1,0.44,0.44,0.44,0.44,0.44,5.22,95.0,Very Strong Potential
SigmaFlow34,Technology,Marketplace,Small,188136,2,3,A cloud-based Marketplace infrastructure targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.68,95.0,Very Strong Potential
GammaCloud67,Healthcare,B2G,Large,347785,119,6,A cutting-edge B2G ecosystem serving large market needs.,94.39,1,0.0,0.0,0.0,0.0,0.0,4.78,94.39,Very Strong Potential
MuWave95,Healthcare,B2G,Large,133772,1,8,A data-driven B2G solution targeting large enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.47,95.0,Very Strong Potential
IotaAI53,Transportation,B2C,Medium,223393,15,15,An AI-powered B2C ecosystem targeting medium enterprises.,93.77,1,0.0,0.0,0.0,0.0,0.0,5.47,93.77,Very Strong Potential
PioneerCapital57,Energy,B2B,Medium,127776,38,12,An innovative B2B platform serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.75,95.0,Very Strong Potential
GammaNebula65,Healthcare,Direct Sales,Small,86431,19,4,An AI-powered Direct Sales infrastructure serving small market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.45,95.0,Very Strong Potential
GammaFlow27,Transportation,B2B,Large,23519,4,9,A next-generation B2B toolkit serving large market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.12,95.0,Very Strong Potential
OmicronLabs14,Manufacturing,Subscription,Medium,421252,3,3,A blockchain-enabled Subscription toolkit serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.81,95.0,Very Strong Potential
PiInnovations94,Agriculture,Marketplace,Small,96455,124,5,A mobile-first Marketplace service targeting small enterprises.,95.0,1,0.99,0.99,0.99,0.99,0.99,5.49,95.0,Very Strong Potential
GammaCloud31,Food & Beverage,Marketplace,Large,679393,45,5,A cutting-edge Marketplace infrastructure serving large market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.88,95.0,Very Strong Potential
EmeraldCloud42,Food & Beverage,Advertising,Large,29110,60,4,A cutting-edge Advertising solution serving large market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.29,95.0,Very Strong Potential
IlluminateFlow32,Healthcare,Advertising,Large,1068387,25,13,An innovative Advertising toolkit serving large market needs.,93.25,1,1.49,1.49,1.49,1.49,1.49,7.5,93.25,Very Strong Potential
AlphaInnovations79,Healthcare,Subscription,Medium,73171,93,8,A cloud-based Subscription service serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,5.0,95.0,Very Strong Potential
VibeSync79,Technology,Direct Sales,Medium,90047,5,4,A next-generation Direct Sales toolkit targeting medium enterprises.,93.81,1,0.0,0.0,0.0,0.0,0.0,5.48,93.81,Very Strong Potential
NovaAI73,Technology,Freemium,Small,536659,10,11,An AI-powered Freemium service serving small market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.8,95.0,Very Strong Potential
NuLabs19,E-commerce,C2C,Large,3047743,84,19,A blockchain-enabled C2C solution serving large market needs.,95.0,1,1.22,1.22,1.22,1.22,1.22,5.61,95.0,Very Strong Potential
SparkVentures28,Healthcare,SaaS,Medium,23175,22,13,A mobile-first SaaS solution serving medium market needs.,92.74,1,0.0,0.0,0.0,0.0,0.0,6.55,92.74,Very Strong Potential
LighthouseSolutions40,Finance,Advertising,Large,420977,13,5,An AI-powered Advertising toolkit targeting large enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.88,95.0,Very Strong Potential
VirtuCeleste30,Healthcare,C2C,Medium,64656,92,4,A mobile-first C2C toolkit serving medium market needs.,94.57,1,0.2,0.2,0.2,0.2,0.2,5.54,94.57,Very Strong Potential
VirtuLabs36,Energy,C2C,Small,594417,46,17,A mobile-first C2C platform targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.17,95.0,Very Strong Potential
UpsilonCore44,Finance,B2G,Large,17014,2,17,A mobile-first B2G service targeting large enterprises.,93.52,1,0.0,0.0,0.0,0.0,0.0,6.14,93.52,Very Strong Potential
AlphaDynamics86,Healthcare,Direct Sales,Medium,346691,22,3,A mobile-first Direct Sales ecosystem targeting medium enterprises.,93.99,1,0.63,0.63,0.63,0.63,0.63,6.33,93.99,Very Strong Potential
ZetaWave30,Technology,Subscription,Medium,550967,22,3,A data-driven Subscription infrastructure targeting medium enterprises.,93.26,1,0.0,0.0,0.0,0.0,0.0,5.93,93.26,Very Strong Potential
ZetaSync57,E-commerce,B2C,Medium,159809,12,12,A next-generation B2C service serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.91,95.0,Very Strong Potential
IlluminateVentures16,Technology,C2C,Large,322273,6,4,A cloud-based C2C infrastructure serving large market needs.,93.2,1,0.0,0.0,0.0,0.0,0.0,6.29,93.2,Very Strong Potential
XiCapital87,Manufacturing,B2B,Small,8667186,10,12,A cutting-edge B2B ecosystem targeting small enterprises.,92.89,1,0.65,0.65,0.65,0.65,0.65,7.44,92.89,Very Strong Potential
SigmaLabs46,Education,SaaS,Medium,530354,46,5,A cutting-edge SaaS ecosystem serving medium market needs.,94.83,1,0.46,0.46,0.46,0.46,0.46,5.4,94.83,Very Strong Potential
GravitasData58,Finance,Franchise,Small,443697,32,0,An innovative Franchise infrastructure serving small market needs.,93.91,1,0.0,0.0,0.0,0.0,0.0,5.84,93.91,Very Strong Potential
XiSystems18,Retail,C2C,Small,159204,273,5,An innovative C2C solution serving small market needs.,92.53,1,0.0,0.0,0.0,0.0,0.0,7.08,92.53,Very Strong Potential
NovaZephyr32,Manufacturing,B2G,Medium,127461,19,5,A blockchain-enabled B2G infrastructure targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.88,95.0,Very Strong Potential
PhiWave75,Food & Beverage,SaaS,Small,499144,2,1,A data-driven SaaS solution serving small market needs.,95.0,1,1.61,1.61,1.61,1.61,1.61,5.81,95.0,Very Strong Potential
OmegaSync32,Technology,B2B,Small,475958,137,1,A mobile-first B2B ecosystem serving small market needs.,94.44,1,0.0,0.0,0.0,0.0,0.0,5.04,94.44,Very Strong Potential
VertexDynamics48,Technology,Direct Sales,Large,277956,93,2,A mobile-first Direct Sales ecosystem serving large market needs.,92.84,1,0.0,0.0,0.0,0.0,0.0,6.74,92.84,Very Strong Potential
IlluminateVentures86,E-commerce,SaaS,Medium,816111,127,40,A mobile-first SaaS toolkit serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.48,95.0,Very Strong Potential
PioneerAnalytics31,E-commerce,B2B,Medium,22850013,4,14,A mobile-first B2B ecosystem serving medium market needs.,94.38,1,0.0,0.0,0.0,0.0,0.0,5.31,94.38,Very Strong Potential
ChiAI67,Entertainment,Advertising,Small,89836,32,5,A next-generation Advertising service serving small market needs.,94.41,1,0.0,0.0,0.0,0.0,0.0,4.83,94.41,Very Strong Potential
QuantumKinetic25,E-commerce,Franchise,Large,16724,15,10,A cloud-based Franchise infrastructure serving large market needs.,95.0,1,1.48,1.48,1.48,1.48,1.48,5.74,95.0,Very Strong Potential
SonicData65,Healthcare,Freemium,Large,180302,16,30,A data-driven Freemium service serving large market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.03,95.0,Very Strong Potential
LuminaAnalytics61,Healthcare,Advertising,Medium,9069997,8,9,A data-driven Advertising solution targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.38,95.0,Very Strong Potential
GravitasSolutions26,E-commerce,B2C,Small,399745,3,9,A cloud-based B2C platform targeting small enterprises.,94.98,1,0.0,0.0,0.0,0.0,0.0,4.35,94.98,Very Strong Potential
AlphaKinetic13,Energy,Marketplace,Medium,425183,41,6,A cloud-based Marketplace service serving medium market needs.,95.0,1,1.6,1.6,1.6,1.6,1.6,5.8,95.0,Very Strong Potential
LambdaFlow97,Healthcare,Freemium,Medium,1988863,10,5,A data-driven Freemium service serving medium market needs.,93.47,1,1.99,1.99,1.99,1.99,1.99,7.53,93.47,Very Strong Potential
RhoCore66,Retail,Subscription,Small,117201,14,4,A cutting-edge Subscription ecosystem serving small market needs.,95.0,1,1.8,1.8,1.8,1.8,1.8,5.9,95.0,Very Strong Potential
KappaAnalytics61,E-commerce,B2C,Small,570339,30,3,An innovative B2C solution targeting small enterprises.,94.92,1,0.84,0.84,0.84,0.84,0.84,5.5,94.92,Very Strong Potential
SonicWave38,Finance,Marketplace,Large,241889,51,11,A next-generation Marketplace infrastructure targeting large enterprises.,94.58,1,1.47,1.47,1.47,1.47,1.47,6.15,94.58,Very Strong Potential
ApexZephyr90,E-commerce,B2C,Medium,208446,3,4,An AI-powered B2C ecosystem serving medium market needs.,95.0,1,0.41,0.41,0.41,0.41,0.41,5.21,95.0,Very Strong Potential
GravitasSolutions22,Entertainment,C2C,Small,61363,3,5,A mobile-first C2C platform serving small market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.36,95.0,Very Strong Potential
EpsilonWave89,Manufacturing,C2C,Large,882078,11,0,A next-generation C2C ecosystem serving large market needs.,95.0,1,1.23,1.23,1.23,1.23,1.23,5.61,95.0,Very Strong Potential
PsiSync12,Transportation,B2C,Large,13808985,13,3,An innovative B2C infrastructure serving large market needs.,92.75,1,0.0,0.0,0.0,0.0,0.0,7.16,92.75,Very Strong Potential
BetaFlow84,Real Estate,Subscription,Small,2719716,155,7,A next-generation Subscription solution serving small market needs.,94.13,1,0.0,0.0,0.0,0.0,0.0,5.36,94.13,Very Strong Potential
GammaCloud47,Education,B2B,Large,22959,48,8,An AI-powered B2B toolkit serving large market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.89,95.0,Very Strong Potential
SparkWave56,E-commerce,Marketplace,Medium,12064416,441,4,A cloud-based Marketplace platform serving medium market needs.,93.05,1,0.0,0.0,0.0,0.0,0.0,6.6,93.05,Very Strong Potential
VertexCloud19,Technology,Marketplace,Large,580338,4,4,A blockchain-enabled Marketplace solution targeting large enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.2,95.0,Very Strong Potential
ZenPartners42,Finance,Subscription,Medium,264163,43,1,A mobile-first Subscription toolkit serving medium market needs.,92.53,1,0.06,0.06,0.06,0.06,0.06,7.5,92.53,Very Strong Potential
OmegaSolutions17,E-commerce,Advertising,Medium,674044,260,8,An innovative Advertising service serving medium market needs.,95.0,1,0.78,0.78,0.78,0.78,0.78,5.39,95.0,Very Strong Potential
PsiInnovations88,Entertainment,Direct Sales,Medium,395994,128,5,A next-generation Direct Sales solution targeting medium enterprises.,95.0,1,1.05,1.05,1.05,1.05,1.05,5.53,95.0,Very Strong Potential
RhoAI26,Healthcare,Advertising,Medium,152290,31,3,A data-driven Advertising service serving medium market needs.,92.94,1,0.27,0.27,0.27,0.27,0.27,7.2,92.94,Very Strong Potential
NexusKinetic44,Technology,SaaS,Small,674129,2,2,A mobile-first SaaS ecosystem serving small market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.16,95.0,Very Strong Potential
BetaDynamics27,Education,Freemium,Small,74394,16,3,A next-generation Freemium ecosystem serving small market needs.,94.63,1,1.06,1.06,1.06,1.06,1.06,5.89,94.63,Very Strong Potential
OmegaPartners99,Technology,B2G,Medium,2960834,14,12,A cutting-edge B2G platform targeting medium enterprises.,95.0,1,0.5,0.5,0.5,0.5,0.5,5.25,95.0,Very Strong Potential
PioneerDynamics14,E-commerce,B2C,Medium,38559,424,6,A mobile-first B2C infrastructure targeting medium enterprises.,93.83,1,0.87,0.87,0.87,0.87,0.87,6.6,93.83,Very Strong Potential
TauCore49,Finance,B2B,Medium,32948,1,10,A cutting-edge B2B infrastructure serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.51,95.0,Very Strong Potential
UpsilonCloud81,Technology,C2C,Medium,681963,5,1,An AI-powered C2C toolkit targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.42,95.0,Very Strong Potential
QuantumLabs67,Technology,Freemium,Medium,3127970,50,6,A cutting-edge Freemium ecosystem serving medium market needs.,95.0,1,0.24,0.24,0.24,0.24,0.24,5.12,95.0,Very Strong Potential
NuAnalytics68,Healthcare,B2B,Medium,43947088,3,3,An innovative B2B solution targeting medium enterprises.,95.0,1,0.43,0.43,0.43,0.43,0.43,5.21,95.0,Very Strong Potential
SigmaSync86,Energy,Franchise,Medium,440386,80,12,A cutting-edge Franchise service targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.97,95.0,Very Strong Potential
EmeraldAI10,Healthcare,B2B,Small,365520,11,9,An AI-powered B2B platform targeting small enterprises.,94.02,1,0.0,0.0,0.0,0.0,0.0,5.8,94.02,Very Strong Potential
KappaNebula66,Food & Beverage,B2C,Large,30854,4,6,A next-generation B2C infrastructure targeting large enterprises.,95.0,1,0.93,0.93,0.93,0.93,0.93,5.46,95.0,Very Strong Potential
LuminaVentures83,Education,Freemium,Large,13116,41,2,An innovative Freemium infrastructure targeting large enterprises.,93.5,1,0.0,0.0,0.0,0.0,0.0,5.93,93.5,Very Strong Potential
PioneerCore40,Finance,B2B,Large,15181,14,10,A blockchain-enabled B2B infrastructure serving large market needs.,92.63,1,0.4,0.4,0.4,0.4,0.4,7.57,92.63,Very Strong Potential
RhoAI58,Technology,Marketplace,Small,592116,294,3,A next-generation Marketplace toolkit serving small market needs.,93.64,1,0.42,0.42,0.42,0.42,0.42,6.57,93.64,Very Strong Potential
SonicData91,Technology,C2C,Medium,15933,17,1,An innovative C2C solution serving medium market needs.,95.0,1,1.78,1.78,1.78,1.78,1.78,5.89,95.0,Very Strong Potential
PioneerDynamics58,Education,Advertising,Medium,123496,5,15,An innovative Advertising ecosystem targeting medium enterprises.,92.88,1,1.42,1.42,1.42,1.42,1.42,7.83,92.88,Very Strong Potential
VibeGroup56,E-commerce,Freemium,Medium,43632,5,20,A blockchain-enabled Freemium infrastructure targeting medium enterprises.,93.05,1,0.96,0.96,0.96,0.96,0.96,7.43,93.05,Very Strong Potential
UpsilonCeleste51,E-commerce,B2G,Small,69416,49,8,A blockchain-enabled B2G solution serving small market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.16,95.0,Very Strong Potential
VirtuAnalytics72,Technology,B2B,Small,55499,81,7,A mobile-first B2B service serving small market needs.,95.0,1,1.73,1.73,1.73,1.73,1.73,5.86,95.0,Very Strong Potential
VistaTech61,Healthcare,Direct Sales,Medium,554794,9,3,A mobile-first Direct Sales solution serving medium market needs.,93.33,1,0.0,0.0,0.0,0.0,0.0,6.46,93.33,Very Strong Potential
AstraAI72,E-commerce,Freemium,Medium,307113,22,7,An AI-powered Freemium service serving medium market needs.,93.85,1,0.0,0.0,0.0,0.0,0.0,6.05,93.85,Very Strong Potential
EpsilonWorks86,Technology,Subscription,Medium,694584,89,15,A data-driven Subscription service targeting medium enterprises.,93.72,1,0.0,0.0,0.0,0.0,0.0,5.34,93.72,Very Strong Potential
GammaFlow31,Education,SaaS,Medium,737793,13,3,A cutting-edge SaaS solution targeting medium enterprises.,92.56,1,0.0,0.0,0.0,0.0,0.0,6.47,92.56,Very Strong Potential
ApexCeleste76,Technology,Advertising,Large,178595,19,10,An innovative Advertising solution targeting large enterprises.,94.8,1,0.0,0.0,0.0,0.0,0.0,4.22,94.8,Very Strong Potential
QuartzCloud96,E-commerce,C2C,Large,1834483,19,9,A next-generation C2C toolkit serving large market needs.,93.03,1,0.0,0.0,0.0,0.0,0.0,6.22,93.03,Very Strong Potential
VibeAI63,Healthcare,B2B,Large,2868049,10,8,A cloud-based B2B infrastructure serving large market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.28,95.0,Very Strong Potential
RhoVentures13,Technology,SaaS,Large,39527139,15,8,A cutting-edge SaaS toolkit serving large market needs.,92.93,1,0.62,0.62,0.62,0.62,0.62,7.38,92.93,Very Strong Potential
PiWorks33,Education,B2G,Small,234163,70,4,A mobile-first B2G platform targeting small enterprises.,95.0,1,0.49,0.49,0.49,0.49,0.49,5.25,95.0,Very Strong Potential
DeltaFlow47,Real Estate,Direct Sales,Large,6879325,5,5,An innovative Direct Sales solution serving large market needs.,94.18,1,1.8,1.8,1.8,1.8,1.8,6.72,94.18,Very Strong Potential
GammaCloud60,Healthcare,C2C,Small,737278,12,5,A data-driven C2C solution targeting small enterprises.,95.0,1,1.19,1.19,1.19,1.19,1.19,5.59,95.0,Very Strong Potential
VistaInnovations86,E-commerce,Subscription,Medium,221621,5,4,A cloud-based Subscription infrastructure serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.19,95.0,Very Strong Potential
SonicAnalytics98,Technology,B2B,Medium,313070,6,6,A blockchain-enabled B2B service serving medium market needs.,95.0,1,0.9,0.9,0.9,0.9,0.9,5.45,95.0,Very Strong Potential
NovaPartners93,Healthcare,Franchise,Medium,32339,17,10,An AI-powered Franchise solution serving medium market needs.,93.93,1,1.46,1.46,1.46,1.46,1.46,6.8,93.93,Very Strong Potential
TauDynamics75,E-commerce,Franchise,Medium,971700,1,7,A cutting-edge Franchise platform serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.79,95.0,Very Strong Potential
EpsilonWorks32,Retail,Advertising,Large,409925,1,4,A blockchain-enabled Advertising toolkit targeting large enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.46,95.0,Very Strong Potential
PiSystems63,Energy,C2C,Medium,114572,9,23,A blockchain-enabled C2C infrastructure targeting medium enterprises.,95.0,1,0.67,0.67,0.67,0.67,0.67,5.33,95.0,Very Strong Potential
TrekFlow67,Technology,B2B,Large,798767,5,10,An innovative B2B infrastructure serving large market needs.,95.0,1,1.04,1.04,1.04,1.04,1.04,5.52,95.0,Very Strong Potential
ThetaNebula99,Technology,Franchise,Medium,17611,43,3,A cutting-edge Franchise service serving medium market needs.,95.0,1,0.8,0.8,0.8,0.8,0.8,5.4,95.0,Very Strong Potential
GravitasAnalytics72,Retail,Marketplace,Medium,45857931,11,6,A next-generation Marketplace service serving medium market needs.,93.68,1,0.0,0.0,0.0,0.0,0.0,5.98,93.68,Very Strong Potential
VertexCore89,Healthcare,Subscription,Small,61327,20,5,A data-driven Subscription service serving small market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.73,95.0,Very Strong Potential
QuartzNebula92,Technology,B2B,Small,419976,17,4,A next-generation B2B ecosystem targeting small enterprises.,95.0,1,0.15,0.15,0.15,0.15,0.15,5.07,95.0,Very Strong Potential
PiInnovations95,Healthcare,C2C,Medium,234558,42,3,An innovative C2C toolkit serving medium market needs.,95.0,1,1.17,1.17,1.17,1.17,1.17,5.59,95.0,Very Strong Potential
BetaPartners27,Entertainment,C2C,Large,29885,3,3,An innovative C2C infrastructure targeting large enterprises.,92.77,1,0.64,0.64,0.64,0.64,0.64,7.54,92.77,Very Strong Potential
LambdaPartners81,Technology,Advertising,Small,3408218,21,6,An AI-powered Advertising service serving small market needs.,95.0,1,0.54,0.54,0.54,0.54,0.54,5.27,95.0,Very Strong Potential
NovaInnovations33,Healthcare,Franchise,Medium,466637,38,10,A next-generation Franchise ecosystem targeting medium enterprises.,93.26,1,0.73,0.73,0.73,0.73,0.73,7.11,93.26,Very Strong Potential
EpsilonSolutions11,Energy,Direct Sales,Medium,450241,5,11,A blockchain-enabled Direct Sales platform targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.69,95.0,Very Strong Potential
LuminaInnovations65,Finance,Franchise,Small,211687,18,11,A data-driven Franchise platform targeting small enterprises.,92.74,1,0.0,0.0,0.0,0.0,0.0,6.27,92.74,Very Strong Potential
PiSync65,Finance,B2G,Small,1099663,14,10,A data-driven B2G toolkit targeting small enterprises.,94.7,1,1.01,1.01,1.01,1.01,1.01,5.81,94.7,Very Strong Potential
UpsilonSystems60,Technology,B2C,Large,125361,25,12,A blockchain-enabled B2C ecosystem serving large market needs.,95.0,1,1.27,1.27,1.27,1.27,1.27,5.64,95.0,Very Strong Potential
PioneerCapital15,Technology,B2B,Large,108485,6,3,A blockchain-enabled B2B ecosystem serving large market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.55,95.0,Very Strong Potential
ZetaTech56,E-commerce,B2G,Medium,106052,2,3,A mobile-first B2G toolkit targeting medium enterprises.,95.0,1,1.01,1.01,1.01,1.01,1.01,5.51,95.0,Very Strong Potential
RhoAnalytics20,Healthcare,B2B,Small,24758,115,3,A blockchain-enabled B2B platform serving small market needs.,95.0,1,0.29,0.29,0.29,0.29,0.29,5.14,95.0,Very Strong Potential
VistaTech12,Technology,Freemium,Medium,165959,17,12,A cutting-edge Freemium infrastructure serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.77,95.0,Very Strong Potential
LuminaTech26,Agriculture,Advertising,Medium,37489,3,1,An AI-powered Advertising service targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.8,95.0,Very Strong Potential
PioneerFlow20,Finance,B2C,Small,98504,33,8,A mobile-first B2C service targeting small enterprises.,95.0,1,1.42,1.42,1.42,1.42,1.42,5.71,95.0,Very Strong Potential
AstraInnovations36,Retail,C2C,Small,298702,4,1,An innovative C2C toolkit serving small market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.07,95.0,Very Strong Potential
NovaCeleste79,Transportation,C2C,Small,774321,350,9,A mobile-first C2C solution targeting small enterprises.,95.0,1,1.36,1.36,1.36,1.36,1.36,5.68,95.0,Very Strong Potential
ChiVentures51,Technology,Marketplace,Large,10779903,13,14,A next-generation Marketplace ecosystem targeting large enterprises.,94.76,1,0.0,0.0,0.0,0.0,0.0,4.39,94.76,Very Strong Potential
PiPartners99,E-commerce,C2C,Large,138009,45,14,An AI-powered C2C platform serving large market needs.,93.26,1,0.0,0.0,0.0,0.0,0.0,6.13,93.26,Very Strong Potential
PsiAnalytics75,Healthcare,B2B,Small,74474,10,1,A mobile-first B2B platform serving small market needs.,94.35,1,0.36,0.36,0.36,0.36,0.36,5.83,94.35,Very Strong Potential
TrekCore50,Agriculture,SaaS,Small,61620,4,10,A mobile-first SaaS service targeting small enterprises.,92.72,1,1.92,1.92,1.92,1.92,1.92,8.24,92.72,Very Strong Potential
ZenLabs36,Technology,B2G,Large,301166,174,1,A cloud-based B2G platform targeting large enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.35,95.0,Very Strong Potential
VibeKinetic29,Energy,Freemium,Large,844193,10,4,A mobile-first Freemium toolkit targeting large enterprises.,93.45,1,0.0,0.0,0.0,0.0,0.0,5.63,93.45,Very Strong Potential
IlluminateCloud87,Healthcare,Freemium,Small,394249,15,5,A cutting-edge Freemium infrastructure targeting small enterprises.,95.0,1,1.19,1.19,1.19,1.19,1.19,5.59,95.0,Very Strong Potential
PiVentures30,Education,C2C,Medium,67288,5,7,A cloud-based C2C service serving medium market needs.,95.0,1,0.65,0.65,0.65,0.65,0.65,5.33,95.0,Very Strong Potential
